SentenceIndex	DocumentId	Entity	Relation	Slotfill(tag)	Correct	Incorrect	Sentence
806	XIN_ENG_20080718.0237.LDC2009T13	Chinese twins-11	nationality	Chinese-10	1		(Beijing Olympics) Synchronized swimming/Stars to watch: Chinese twins want Olympics medals to comfort quake-hit hometown
816	XIN_ENG_20080718.0237.LDC2009T13	Chinese best synchro swimmers-21	nationality	Chinese-18	1		Training nine to 10 hours in the water during the day, the 22 -year-old are among Chinese best synchro swimmers and will lead China's medal quest at the Beijing Olympics.
817	XIN_ENG_20080718.0237.LDC2009T13	the 1984 Los Angeles Olympics-29	city	Los Angeles-28	1		China has never made the Olympic podium in the synchronized swimming, which was dominated by the United States when it was added at the 1984 Los Angeles Olympics and by Russia in the last two Games.
822	XIN_ENG_20080718.0237.LDC2009T13	the Japanese duo-17	nationality	Japanese-16		1	At an April Olympic qualifier event in Beijing, the Jiang twins held off the Japanese duo and won the silver of the duet.
838	LTW_ENG_20070725.0077.LDC2009T13	Iranian President Mahmoud Ahmadinejad-32	nationality	Iranian-29	1		Western observers tend to regard the political success of Islamists in the Middle East as bad news, because elections have brought to power such dangerous hard-liners as Iranian President Mahmoud Ahmadinejad and Hamas leader Ismail Haniyeh.
838	LTW_ENG_20070725.0077.LDC2009T13	Iranian President Mahmoud Ahmadinejad-32	jobTitle	president-30	1		Western observers tend to regard the political success of Islamists in the Middle East as bad news, because elections have brought to power such dangerous hard-liners as Iranian President Mahmoud Ahmadinejad and Hamas leader Ismail Haniyeh.
838	LTW_ENG_20070725.0077.LDC2009T13	Hamas leader Ismail Haniyeh-37	jobTitle	leader-35	1		Western observers tend to regard the political success of Islamists in the Middle East as bad news, because elections have brought to power such dangerous hard-liners as Iranian President Mahmoud Ahmadinejad and Hamas leader Ismail Haniyeh.
849	LTW_ENG_20070725.0077.LDC2009T13	Turkey's membership drive-13	nationality	Turkey-10	1		For the EU, it means fighting to keep Turkey's membership drive alive.
914	NYT_ENG_20070108.0110.LDC2009T13	the Los Angeles area-36	city	Los Angeles-35	1		Dietz zeroed in on the San Andreas fault, the deep gash beneath California that spawned the devastating San Francisco earthquake of 1906 -- one among many -- and today also threatens the Los Angeles area.
945	NYT_ENG_20070108.0110.LDC2009T13	the Philippines and then Asia-31	nationality	Philippines-28		1	Then -- 25 million to 75 million years from now -- Australia moves north, slamming into Indonesia and Malaysia before pirouetting counterclockwise to smash into the Philippines and then Asia, eventually merging with it.
952	NYT_ENG_20070108.0110.LDC2009T13	the Indian Ocean-23	nationality	Indian-22		1	250 million years from now, the continents will have merged into a new supercontinent that encircles what remains of the Indian Ocean.
978	APW_ENG_20071026.0364.LDC2009T13	The GDL union's strike-5	school	union-3		1	The GDL union's strike, which started Thursday at 2 a.m. (0000GMT) and ended Friday at 8 a.m. (0600GMT), was the third such walkout -- the longest one yet -- in a pay dispute with railway operator Deutsche Bahn AG.
978	APW_ENG_20071026.0364.LDC2009T13	railway operator Deutsche Bahn AG-46	jobTitle	operator-43		1	The GDL union's strike, which started Thursday at 2 a.m. (0000GMT) and ended Friday at 8 a.m. (0600GMT), was the third such walkout -- the longest one yet -- in a pay dispute with railway operator Deutsche Bahn AG.
999	AFP_ENG_20080702.0276.LDC2009T13	Iranian Oil Minister Gholam Hossein Nozari-32	nationality	Iranian-27	1		Iran, if there were any kind of activity of any sort, is not going to be quiet and would react fiercely, Iranian Oil Minister Gholam Hossein Nozari said here when asked what Tehran would do in the event of an attack.
999	AFP_ENG_20080702.0276.LDC2009T13	Iranian Oil Minister Gholam Hossein Nozari-32	jobTitle	minister-29		1	Iran, if there were any kind of activity of any sort, is not going to be quiet and would react fiercely, Iranian Oil Minister Gholam Hossein Nozari said here when asked what Tehran would do in the event of an attack.
1001	AFP_ENG_20080702.0276.LDC2009T13	Foreign Minister Manouchehr Mottaki-16	jobTitle	foreign minister-14	1		His comments on the sidelines of an oil conference here came as Foreign Minister Manouchehr Mottaki, speaking to US media, said that a new process was underway in the dispute about the country's nuclear programme.
1001	AFP_ENG_20080702.0276.LDC2009T13	US media-21	nationality	US-20	1		His comments on the sidelines of an oil conference here came as Foreign Minister Manouchehr Mottaki, speaking to US media, said that a new process was underway in the dispute about the country's nuclear programme.
1010	AFP_ENG_20080702.0276.LDC2009T13	President George W. Bush-18	jobTitle	president-15	1		The White House said Wednesday that it was sceptical about Mottaki's comments and President George W. Bush again stressed that military action was possible despite his preference for diplomacy.
1013	AFP_ENG_20080702.0276.LDC2009T13	No Iranian official-3	nationality	Iranian-2	1		No Iranian official has suggested in the past months that Tehran is ready to give any ground on the key question of enrichment, which Iran must suspend in order to enter the talks offered by the world powers.
1026	AFP_ENG_20071111.0019.LDC2009T13	controversial Solomon Islands Prime Minister Manasseh Sogavare-11	nationality	Solomon Islands-7	1		The political future of controversial Solomon Islands Prime Minister Manasseh Sogavare was uncertain Monday after the resignation of nine ministers.
1026	AFP_ENG_20071111.0019.LDC2009T13	controversial Solomon Islands Prime Minister Manasseh Sogavare-11	jobTitle	prime minister-9	1		The political future of controversial Solomon Islands Prime Minister Manasseh Sogavare was uncertain Monday after the resignation of nine ministers.
1027	AFP_ENG_20071111.0019.LDC2009T13	deputy prime minister Toswell Kaua-11	jobTitle	deputy prime minister-9	1		The breakaway group, which includes deputy prime minister Toswell Kaua, have petitioned the Solomon Islands governor general to convene parliament for a vote of no-confidence in Sogavare's government.
1027	AFP_ENG_20071111.0019.LDC2009T13	the Solomon Islands governor general-19	nationality	Solomon Islands-17	1		The breakaway group, which includes deputy prime minister Toswell Kaua, have petitioned the Solomon Islands governor general to convene parliament for a vote of no-confidence in Sogavare's government.
1027	AFP_ENG_20071111.0019.LDC2009T13	the Solomon Islands governor general-19	jobTitle	governor-18	1		The breakaway group, which includes deputy prime minister Toswell Kaua, have petitioned the Solomon Islands governor general to convene parliament for a vote of no-confidence in Sogavare's government.
1043	AFP_ENG_20071111.0019.LDC2009T13	the Australian ambassador-15	nationality	Australian-14	1		Sogavare has been in a long-running confrontation with Australia since he expelled the Australian ambassador last year and Canberra tried to extradite Solomons Attorney General Julian Moti on child sex charges.
1078	AFP_ENG_20080422.0407.LDC2009T13	Monday met US special envoy-42	nationality	US-40	1		China reacted angrily Tuesday to a meeting between a senior US official and the exiled Tibetan spiritual leader the Dalai Lama, urging Washington to stop indulging the Nobel Peace Prize winner.The Dalai Lama on Monday met US special envoy on Tibet Paula Dobriansky in the US state of Michigan, where he told her his homeland needed the help of the United States.
1078	AFP_ENG_20080422.0407.LDC2009T13	a senior US official-12	jobTitle	senior-10		1	China reacted angrily Tuesday to a meeting between a senior US official and the exiled Tibetan spiritual leader the Dalai Lama, urging Washington to stop indulging the Nobel Peace Prize winner.The Dalai Lama on Monday met US special envoy on Tibet Paula Dobriansky in the US state of Michigan, where he told her his homeland needed the help of the United States.
1078	AFP_ENG_20080422.0407.LDC2009T13	the US state of Michigan-52	nationality	the US-49	1		China reacted angrily Tuesday to a meeting between a senior US official and the exiled Tibetan spiritual leader the Dalai Lama, urging Washington to stop indulging the Nobel Peace Prize winner.The Dalai Lama on Monday met US special envoy on Tibet Paula Dobriansky in the US state of Michigan, where he told her his homeland needed the help of the United States.
1078	AFP_ENG_20080422.0407.LDC2009T13	a senior US official-12	nationality	US-11	1		China reacted angrily Tuesday to a meeting between a senior US official and the exiled Tibetan spiritual leader the Dalai Lama, urging Washington to stop indulging the Nobel Peace Prize winner.The Dalai Lama on Monday met US special envoy on Tibet Paula Dobriansky in the US state of Michigan, where he told her his homeland needed the help of the United States.
1079	AFP_ENG_20080422.0407.LDC2009T13	Foreign ministry spokeswoman Jiang Yu-5	jobTitle	spokeswoman-3	1		Foreign ministry spokeswoman Jiang Yu said China had complained directly to the United States about the meeting.
1088	AFP_ENG_20080422.0407.LDC2009T13	a US appeal-15	nationality	US-14		1	Dobriansky, undersecretary of state for democracy and global affairs, reiterated a US appeal for dialogue between Beijing and the Dalai Lama, saying the Bush administration has expressed concern and has urged restraint in Tibet.
1096	APW_ENG_20070329.1672.LDC2009T13	Officer Trish Hoffman-16	jobTitle	officer-14	1		Call APD recruiting, the ad reads, above a photo of Officer Trish Hoffman grabbing the veil of a bride, adorned in gown and running shoes.
1118	APW_ENG_20080928.0527.LDC2009T13	Singapore GP Results-3	nationality	Singapore-1	1		Singapore GP Results
1204	XIN_ENG_20070621.0369.LDC2009T13	Polish Parliament-11	nationality	Polish-10	1		Ludwik Dorn, speaker of the lower house of Polish Parliament met Thursday in Kabul with Afghan President Hamid Karzaj and other leaders.
1204	XIN_ENG_20070621.0369.LDC2009T13	Afghan President Hamid Karzaj-20	nationality	Afghan-17	1		Ludwik Dorn, speaker of the lower house of Polish Parliament met Thursday in Kabul with Afghan President Hamid Karzaj and other leaders.
1204	XIN_ENG_20070621.0369.LDC2009T13	Afghan President Hamid Karzaj-20	jobTitle	president-18	1		Ludwik Dorn, speaker of the lower house of Polish Parliament met Thursday in Kabul with Afghan President Hamid Karzaj and other leaders.
1205	XIN_ENG_20070621.0369.LDC2009T13	Poland's commitment-10	nationality	Poland-8	1		They discussed political situation in Afghanistan and Poland's commitment to NATO peacekeeping force in Afghanistan, Polish PAP news agency reported.
1205	XIN_ENG_20070621.0369.LDC2009T13	Polish PAP news agency-21	nationality	Polish-18	1		They discussed political situation in Afghanistan and Poland's commitment to NATO peacekeeping force in Afghanistan, Polish PAP news agency reported.
1207	XIN_ENG_20070621.0369.LDC2009T13	Polish soldiers-9	nationality	Polish-8	1		Earlier in the day, Dorn met Polish soldiers serving in Afghanistan.
1213	AFP_ENG_20070109.0124.LDC2009T13	Israeli police-2	nationality	Israeli-1	1		Israeli police in October opened a preliminary investigation into Olmert's activities during the 2004 privatisation of Leumi Bank, Israel's second largest.
1215	AFP_ENG_20070109.0124.LDC2009T13	businessman Frank Lowy-19	jobTitle	businessman-17	1		The prime minister is suspected of intervening, while acting finance minister, on behalf of businessman Frank Lowy, who was attempting to secure an interest in the bank.
1222	LTW_ENG_20080405.0119.LDC2009T13	Former President Clinton-3	jobTitle	president-2	1		Former President Clinton has collected a whopping $51.9 million in appearance fees since leaving office in Jan. 2001 -- averaging about $150,000 per speech.
1245	LTW_ENG_20080405.0119.LDC2009T13	Indian- American businessman-13	nationality	American-12	1		Less clear is the link between the former president and Indian- American businessman Vinod Gupta, the founder of database vendor InfoUSA, which has been accused of offering call lists to predatory telemarketers.
1261	LTW_ENG_20080109.0112.LDC2009T13	a Manhattan Portage bag-9	city	Manhattan-7		1	Q: I currently bring a Manhattan Portage bag ... I feel like the bags are from the 90's.
1264	LTW_ENG_20080109.0112.LDC2009T13	Manhattan Portage-10	city	Manhattan-9		1	A (D'Amato): Nothing wrong with Manhattan Portage, but I understand why you're ready to upgrade.
1300	XIN_ENG_20080801.0167.LDC2009T13	Local provincial governor Osman Aydin-5	jobTitle	governor-3	1		Local provincial governor Osman Aydin was quoted as saying that the gas canister exploded at about 05:00 (0200 GMT) in Taskent town, causing a three-story girl student dormitory to collapse.
1305	XIN_ENG_20080801.0167.LDC2009T13	Malaysia's opposition leader-7	nationality	Malaysia-4	1		KUALA LUMPUR -- Malaysia's opposition leader Wan Azizah Wan Ismail has resigned from her MP's post to make way for her husband, former Malaysian Deputy Prime Minister Anwar Ibrahim to contest for the parliamentary membership, local media reported on Friday.
1324	XIN_ENG_20071021.0175.LDC2009T13	Japan's Jiji News Agency-5	nationality	Japan-1	1		Japan's Jiji News Agency and Kyodo News Service said China has shown its concerns about peoples lives by incorporating the scientific outlook on development into the party's constitution.
1327	XIN_ENG_20071021.0175.LDC2009T13	South Korea's Yonhap News Agency-6	nationality	South Korea-2	1		South Korea's Yonhap News Agency said in a report that the resolution adopted by the congress on the amendment to the CPC constitution to enshrine the scientific outlook on development was a milestone in the party's history and meant the focus of China's economic growth would shift from being growth- oriented to the realization of stability and distribution.
1353	AFP_ENG_20080511.0177.LDC2009T13	Oklahoma Governor Brad Henry-4	jobTitle	governor-2	1		Oklahoma Governor Brad Henry declared a state of emergency in the disaster area, and planned to visit it later Sunday.
1402	XIN_ENG_20080518.0007.LDC2009T13	King Abdullah II-3	jobTitle	king-1	1		King Abdullah II, who arrived here earlier in the day, was expected to deliver a speech at the inaugural session of the World Economic Forum on the Middle East later Sunday.
1491	APW_ENG_20070329.0735.LDC2009T13	British crew-11	nationality	British-10	1		Blair ' s office condemns decision to show captured British crew on Iranian TV
1491	APW_ENG_20070329.0735.LDC2009T13	Iranian TV-14	nationality	Iranian-13	1		Blair ' s office condemns decision to show captured British crew on Iranian TV
1493	APW_ENG_20070329.0735.LDC2009T13	British sailors and marines-18	nationality	British-15	1		Prime Minister Tony Blair's office on Thursday condemned the decision to show captured British sailors and marines on Iranian television.
1493	APW_ENG_20070329.0735.LDC2009T13	Iranian television-21	nationality	Iranian-20	1		Prime Minister Tony Blair's office on Thursday condemned the decision to show captured British sailors and marines on Iranian television.
1499	APW_ENG_20070329.0735.LDC2009T13	15 British sailors and marines-7	nationality	British-4	1		Iran captured 15 British sailors and marines last week in the Shatt al Arab waterway between Iraq and Iran.
