High Recall results

Input Files: 
   Extractions File: tac_development/benchmark/results/39-result-file
   Answer Key File: tac_development/benchmark/scoring/38-answer-key.txt
Output Files: 
   Scoring Report: tac_development/benchmark/scoring/39-extraction-scoring
   New Answer Key: tac_development/benchmark/scoring/39-answer-key-untagged.txt


Correct Extractions ------------------------------------------------

SentenceIndex	DocumentId	Entity	Relation	Slotfill(tag)	Correct	Incorrect	Sentence
178	APW_ENG_20080118.0028.LDC2009T13	Mariusz Chmiel, the county manager-6	jobTitle	county manager-6	1		Mariusz Chmiel, the county manager for the Slupsk region, which includes Redzikowo, agrees that an airport would help stimulate business and tourism in the area and help cut an unemployment rate that he says hovers above 20 percent.
235	AFP_ENG_20070417.0468.LDC2009T13	Ban, a former foreign minister of South Korea-24	jobTitle	foreign minister-21	1		On this tragic accident, I feel very much sorry and troubled, Ban, a former foreign minister of South Korea, told reporters when asked for his reaction.
254	APW_ENG_20080408.1488.LDC2009T13	Sen. Herb Kohl, a Wisconsin Democrat-32	jobTitle	sen.-26	1		The audit, which covered slaughterhouses that supply beef to the National School Lunch Program and other federal food assistance programs, was requested by Sen. Herb Kohl, a Wisconsin Democrat who chairs the Senate Appropriations agriculture subcommittee.
271	APW_ENG_20080408.1488.LDC2009T13	Wayne Pacelle, president and CEO of the Humane Society of the United States-14	jobTitle	president-4	1		Wayne Pacelle, president and CEO of the Humane Society of the United States, argued that the findings show there is a systemic problem.
276	APW_ENG_20080408.1488.LDC2009T13	Janet Riley, a spokeswoman-5	jobTitle	spokeswoman-5	1		Janet Riley, a spokeswoman for the American Meat Institute, which represents packers and processors, said that with the exception of the suspended plant, the findings suggest a high degree of compliance and now an even higher degree of federal oversight.
279	AFP_ENG_20080401.0413.LDC2009T13	DR Congo President Joseph Kabila-5	jobTitle	president-3	1		DR Congo President Joseph Kabila is to visit South Africa on Thursday to meet President Thabo Mbeki and explore further links between the two countries, the government announced.
279	AFP_ENG_20080401.0413.LDC2009T13	President Thabo Mbeki-17	jobTitle	president-15	1		DR Congo President Joseph Kabila is to visit South Africa on Thursday to meet President Thabo Mbeki and explore further links between the two countries, the government announced.
280	AFP_ENG_20080401.0413.LDC2009T13	government spokesman Kudura Kasongo-34	jobTitle	spokesman-32	1		Kabila and Mbeki will be in Pretoria to hear the conclusions of a joint ministerial committee that has been meeting since Monday to discuss cooperation between the countries, said government spokesman Kudura Kasongo.
296	APW_ENG_20080226.0023.LDC2009T13	Darrell Corti, president of Corti Brothers, a Sacramento wine and food market-14	jobTitle	president-4	1		Darrell Corti, president of Corti Brothers, a Sacramento wine and food market, is also in the less-is-more camp, announcing last year his store won't carry table wines over 14.5 percent alcohol.
307	APW_ENG_20080226.0023.LDC2009T13	Art Resnick, spokesman for the Alcohol and Tobacco Tax and Trade Bureau-42	jobTitle	spokesman-33	1		When a percentage is listed it can be off by up to 1.5 percent, a tolerance granted because one batch of wine may differ from another, said Art Resnick, spokesman for the Alcohol and Tobacco Tax and Trade Bureau in Washington, D.C. Wines over 14 percent alcohol, which fall into a higher tax category, must list alcohol levels with a tolerance of plus or minus 1 percent.
320	APW_ENG_20080226.0023.LDC2009T13	winery president Doug Shafer-24	jobTitle	president-22	1		At Shafer Vineyards, a Napa Valley producer of highly rated reds, some coming in at 14.9 percent, winery president Doug Shafer won't use technology to reduce alcohol.
452	NYT_ENG_20080224.0180.LDC2009T13	Chancellor Angela Merkel's coalition government-23	jobTitle	chancellor-18	1		That dispute, in turn, is worsening already fractious relations between the two large parties of Chancellor Angela Merkel's coalition government in Berlin.
455	NYT_ENG_20080224.0180.LDC2009T13	mayor, Ole von Beust of the conservative Christian Democratic Union-15	jobTitle	mayor-5	1		The city's popular mayor, Ole von Beust of the conservative Christian Democratic Union, won 42.7 percent, stripping him of the absolute majority he has used to govern for the last four years.
462	NYT_ENG_20080224.0180.LDC2009T13	Kurt Beck, the national chairman of the Social Democrats-16	jobTitle	national chairman-12	1		After last month's votes, Kurt Beck, the national chairman of the Social Democrats, spoke out against any kind of active cooperation with the Left, a formulation that only fueled speculation that his party might try to form a minority government with the Left's support.
466	AFP_ENG_20080110.0618.LDC2009T13	US President George W. Bush-5	jobTitle	president-2	1		US President George W. Bush arrived in Ramallah on Thursday after fog grounded his helicopter and he had to take a car there, officials said.
494	XIN_ENG_20080731.0146.LDC2009T13	President Hugo Chavez-4	jobTitle	president-2	1		Venezuelan President Hugo Chavez said Thursday that he will nationalize the Spanish bank of the Santander Group.
533	APW_ENG_20080130.1413.LDC2009T13	Sudan defender Yousif Alaeldin-9	jobTitle	defender-7	1		The penalty was awarded after Sudan defender Yousif Alaeldin's foul on Achille Emana.
684	APW_ENG_20081118.0379.LDC2009T13	Lt. Nathan Christensen, a spokesman-20	jobTitle	spokesman-20	1		I don't anticipate any U.S. ships on station, said Lt. Nathan Christensen, a spokesman for the 5th Fleet, speaking from its headquarters in Bahrain.
749	XIN_ENG_20080503.0060.LDC2009T13	Alain Joyandet, France's secretary of state-24	jobTitle	secretary of state-24	1		The time is not ripe for France to disengage itself from the African continent, said Alain Joyandet, France's secretary of state for Cooperation and French- Speaking countries.
759	XIN_ENG_20080503.0060.LDC2009T13	President Nicolas Sarkozy-43	jobTitle	president-41	1		The remarks by the senior French official are coming at a time when analysts both inside and outside Africa are wondering whether France will pursue a policy of continuity with Africa or a new break as promised by President Nicolas Sarkozy ahead of his electoral triumph.
768	AFP_ENG_20071222.0093.LDC2009T13	Prime Minister Janez Jansa-30	jobTitle	prime minister-28	1		Something is happening today that 15 years ago, we could not have even dreamt of: the physical borders are falling, Slovenian Prime Minister Janez Jansa said at the ceremony.
770	AFP_ENG_20071222.0093.LDC2009T13	European Commission President Jose Manuel Barroso-28	jobTitle	commission president-25	1		That was Europe 20 years ago, Europe divided, a great part of Europe without access to freedom, European Commission President Jose Manuel Barroso added.
847	LTW_ENG_20070725.0077.LDC2009T13	Prime Minister Recep Tayyip Erdogan-47	jobTitle	prime minister-44	1		But at this point, it's a beacon for struggling democracies in places such as Iraq and Afghanistan, which is why it's in the overwhelming interest of the United States and Europe to support the newly strengthened regime of Prime Minister Recep Tayyip Erdogan.
858	APW_ENG_20080918.0529.LDC2009T13	lawyer, Charles Hochbaum-6	jobTitle	lawyer-3	1		Petcka's lawyer, Charles Hochbaum, admitted his client kicked the 8-year-old tabby and swatted him really hard after the cat bit him, but he said his client did not mean to kill him.
883	NYT_ENG_20070108.0110.LDC2009T13	Warren J. Nokleberg, a senior research geologist-15	jobTitle	geologist-15	1		It's tremendous, said Warren J. Nokleberg, a senior research geologist at the U.S. Geological Survey in Menlo Park, Calif. It lets students and scientists better appreciate the mobile Earth, to see where it's going.
890	NYT_ENG_20070108.0110.LDC2009T13	Frank Press, a geologist and past president of the National Academy-21	jobTitle	geologist-14	1		It's quite good pedagogically, said Frank Press, a geologist and past president of the National Academy of Sciences.
890	NYT_ENG_20070108.0110.LDC2009T13	Frank Press, a geologist and past president of the National Academy of Sciences-23	jobTitle	president-17	1		It's quite good pedagogically, said Frank Press, a geologist and past president of the National Academy of Sciences.
898	NYT_ENG_20070108.0110.LDC2009T13	Christopher R. Scotese, a geologist-15	jobTitle	geologist-15	1		Fifty million is fairly straightforward, said Christopher R. Scotese, a geologist at the University of Texas, Arlington, who has pioneered the predictions in recent years.
965	NYT_ENG_20070108.0110.LDC2009T13	Sergei A. Pisarevsky, a geologist at the Tectonics Special Research Center of the University of Western Australia-18	jobTitle	geologist-6	1		Sergei A. Pisarevsky, a geologist at the Tectonics Special Research Center of the University of Western Australia, calls the resulting supercontinent Amasia.
1001	AFP_ENG_20080702.0276.LDC2009T13	Foreign Minister Manouchehr Mottaki-16	jobTitle	foreign minister-14	1		His comments on the sidelines of an oil conference here came as Foreign Minister Manouchehr Mottaki, speaking to US media, said that a new process was underway in the dispute about the country's nuclear programme.
1010	AFP_ENG_20080702.0276.LDC2009T13	President George W. Bush-18	jobTitle	president-15	1		The White House said Wednesday that it was sceptical about Mottaki's comments and President George W. Bush again stressed that military action was possible despite his preference for diplomacy.
1014	AFP_ENG_20080702.0276.LDC2009T13	President Mahmoud Ahmadinejad-3	jobTitle	president-1	1		President Mahmoud Ahmadinejad had repeatedly vowed that Iran will never suspend enrichment and Khamenei himself has said many times over the past years that Tehran will not back down in the standoff.
1026	AFP_ENG_20071111.0019.LDC2009T13	Solomon Islands Prime Minister Manasseh Sogavare-11	jobTitle	prime minister-9	1		The political future of controversial Solomon Islands Prime Minister Manasseh Sogavare was uncertain Monday after the resignation of nine ministers.
1027	AFP_ENG_20071111.0019.LDC2009T13	deputy prime minister Toswell Kaua-11	jobTitle	deputy prime minister-9	1		The breakaway group, which includes deputy prime minister Toswell Kaua, have petitioned the Solomon Islands governor general to convene parliament for a vote of no-confidence in Sogavare's government.
1027	AFP_ENG_20071111.0019.LDC2009T13	Solomon Islands governor general-19	jobTitle	governor-18	1		The breakaway group, which includes deputy prime minister Toswell Kaua, have petitioned the Solomon Islands governor general to convene parliament for a vote of no-confidence in Sogavare's government.
1036	AFP_ENG_20071111.0019.LDC2009T13	finance minister Lilo-13	jobTitle	finance minister-12	1		The split was prompted by the sacking last week of finance minister Lilo after he refused to comply with pressure to fire the board of troubled national carrier Solomon Airlines.
1063	NYT_ENG_20000216.0440.LDC2007T07	Don Schriftinson, policy director-18	jobTitle	policy director-18	1		``The bottom line is there was basically no warning,'' said Don Schriftinson, policy director for the Wyoming Department of Agriculture.
1079	AFP_ENG_20080422.0407.LDC2009T13	Foreign ministry spokeswoman Jiang Yu-5	jobTitle	spokeswoman-3	1		Foreign ministry spokeswoman Jiang Yu said China had complained directly to the United States about the meeting.
1096	APW_ENG_20070329.1672.LDC2009T13	Officer Trish Hoffman-16	jobTitle	officer-14	1		Call APD recruiting, the ad reads, above a photo of Officer Trish Hoffman grabbing the veil of a bride, adorned in gown and running shoes.
1204	XIN_ENG_20070621.0369.LDC2009T13	Ludwik Dorn, speaker of the lower house of Polish Parliament-11	jobTitle	speaker-4	1		Ludwik Dorn, speaker of the lower house of Polish Parliament met Thursday in Kabul with Afghan President Hamid Karzaj and other leaders.
1215	AFP_ENG_20070109.0124.LDC2009T13	businessman Frank Lowy-19	jobTitle	businessman-17	1		The prime minister is suspected of intervening, while acting finance minister, on behalf of businessman Frank Lowy, who was attempting to secure an interest in the bank.
1222	LTW_ENG_20080405.0119.LDC2009T13	Former President Clinton-3	jobTitle	president-2	1		Former President Clinton has collected a whopping $51.9 million in appearance fees since leaving office in Jan. 2001 -- averaging about $150,000 per speech.
1226	LTW_ENG_20080405.0119.LDC2009T13	Sen. Hillary Rodham Clinton, D-N.Y.-24	jobTitle	sen.-19	1		Sen. Barack Obama, D-Ill., who released his tax returns months ago, has often taunted Sen. Hillary Rodham Clinton, D-N.Y., for refusing to release hers earlier, suggesting she wasn't committed to transparency.
1226	LTW_ENG_20080405.0119.LDC2009T13	Sen. Barack Obama, D-Ill-5	jobTitle	sen.-1	1		Sen. Barack Obama, D-Ill., who released his tax returns months ago, has often taunted Sen. Hillary Rodham Clinton, D-N.Y., for refusing to release hers earlier, suggesting she wasn't committed to transparency.
1244	LTW_ENG_20080405.0119.LDC2009T13	billionaire California businessman Ron Burkle, a family friend-21	jobTitle	businessman-15	1		The returns shed greater light on Bill Clinton's close relationship with billionaire California businessman Ron Burkle, a family friend who has paid him about $15 million since 2002 as an adviser and rainmaker.
1300	XIN_ENG_20080801.0167.LDC2009T13	governor Osman Aydin-5	jobTitle	governor-3	1		Local provincial governor Osman Aydin was quoted as saying that the gas canister exploded at about 05:00 (0200 GMT) in Taskent town, causing a three-story girl student dormitory to collapse.
1305	XIN_ENG_20080801.0167.LDC2009T13	husband, former Malaysian Deputy Prime Minister Anwar Ibrahim-32	jobTitle	deputy prime minister-30	1		KUALA LUMPUR -- Malaysia's opposition leader Wan Azizah Wan Ismail has resigned from her MP's post to make way for her husband, former Malaysian Deputy Prime Minister Anwar Ibrahim to contest for the parliamentary membership, local media reported on Friday.
1308	XIN_ENG_20080801.0167.LDC2009T13	Prime Minister Yasuo Fukuda-7	jobTitle	prime minister-5	1		TOKYO -- Japanese Prime Minister Yasuo Fukuda made clear his decision to reshuffle the cabinet during a meeting Friday morning with Akihiro Ota, leader of the ruling Liberal Democratic Party (LDP)'s minor coalition partner the New Komeito party.
1315	XIN_ENG_20070523.0154.LDC2009T13	Lu Hao, vice mayor of Beijing-27	jobTitle	vice mayor-25	1		This will be an open competition not only welcoming participants from China but also from abroad, said Lu Hao, vice mayor of Beijing.
1347	AFP_ENG_20080511.0177.LDC2009T13	Susie Stonner, spokeswoman-4	jobTitle	spokeswoman-4	1		Susie Stonner, spokeswoman for the Missouri department of emergency management, said there were 13 confirmed dead in her state as search-and-rescue workers on Sunday searched for survivors.
1353	AFP_ENG_20080511.0177.LDC2009T13	Oklahoma Governor Brad Henry-4	jobTitle	governor-2	1		Oklahoma Governor Brad Henry declared a state of emergency in the disaster area, and planned to visit it later Sunday.
1359	AFP_ENG_20080511.0177.LDC2009T13	department spokeswoman Lisa Janak-17	jobTitle	spokeswoman-15	1		From what I understand it has been completely destroyed, said department spokeswoman Lisa Janak.
1401	XIN_ENG_20080518.0007.LDC2009T13	Egyptian President Hosni Mubarak-4	jobTitle	president-2	1		Egyptian President Hosni Mubarak on Sunday met with visiting Jordanian King Abdullah II in Egyptian Red Sea resort Sharm el- Sheikh, focusing on bilateral relations and regional issues.
1401	XIN_ENG_20080518.0007.LDC2009T13	Jordanian King Abdullah II-13	jobTitle	king-11	1		Egyptian President Hosni Mubarak on Sunday met with visiting Jordanian King Abdullah II in Egyptian Red Sea resort Sharm el- Sheikh, focusing on bilateral relations and regional issues.
1402	XIN_ENG_20080518.0007.LDC2009T13	King Abdullah II-3	jobTitle	king-1	1		King Abdullah II, who arrived here earlier in the day, was expected to deliver a speech at the inaugural session of the World Economic Forum on the Middle East later Sunday.
1403	XIN_ENG_20080518.0007.LDC2009T13	visiting U.S. president George W. Bush-13	jobTitle	president-10	1		Mubarak will open the Forum, while visiting U.S. president George W. Bush was also expected to make an address to the Forum.
1414	NYT_ENG_20080331.0223.LDC2009T13	Kenneth D. Nibali, the former top administrator of the Social Security disability program-38	jobTitle	administrator-32	1		The flood of referrals, however, is making it hard for Social Security to respond to people who are truly disabled, said Kenneth D. Nibali, the former top administrator of the Social Security disability program.
1453	NYT_ENG_20070401.0013.LDC2009T13	Vice President Al Gore-20	jobTitle	vice president-18	1		It's more challenging with some people, said Alleen Nilsen, citing former Vice President Al Gore as an example.
1493	APW_ENG_20070329.0735.LDC2009T13	Prime Minister Tony Blair's office-6	jobTitle	prime minister-2	1		Prime Minister Tony Blair's office on Thursday condemned the decision to show captured British sailors and marines on Iranian television.
1508	APW_ENG_20070329.0735.LDC2009T13	Iranian Foreign Minister Manouchehr Mottaki-5	jobTitle	foreign minister-3	1		Iranian Foreign Minister Manouchehr Mottaki announced on Wednesday that British officials in Tehran would be given consular access to the seized personnel, but British officials said they were still waiting for that to happen.
1575	AFP_ENG_20071214.0109.LDC2009T13	German Environment Minister Sigmar Gabriel-23	jobTitle	environment minister-21	1		The US is demanding that developing countries make the same obligations as the industrialised countries, German Environment Minister Sigmar Gabriel said.
1577	AFP_ENG_20071214.0109.LDC2009T13	President George W. Bush-20	jobTitle	president-17	1		The United States is the only major industrial country to reject the Kyoto Protocol, with President George W. Bush arguing it is unfair by not making demands of fast-growing developing economies such as China, the second biggest emitter.
1578	AFP_ENG_20071214.0109.LDC2009T13	UN climate chief Yvo de Boer-10	jobTitle	climate chief-7	1		Despite the disagreement, UN climate chief Yvo de Boer said earlier he was hopeful for a breakthrough as most of the difficult issues had been worked out.
1582	XIN_ENG_20081125.0212.LDC2009T13	U.S. President George W. Bush-19	jobTitle	president-16	1		Israel will benefit by having a democratic Palestinian state that works for peace, U.S. President George W. Bush said Monday.
1583	XIN_ENG_20081125.0212.LDC2009T13	Israeli Prime Minister Ehud Olmert-36	jobTitle	prime minister-34	1		We strongly believe that Israel will benefit by having a Palestinian state, a democracy on her border that works for peace, Bush said before a meeting with Israeli Prime Minister Ehud Olmert at the White House.
1602	APW_ENG_20070129.1041.LDC2009T13	Prime Minister Dominique de Villepin-8	jobTitle	prime minister-5	1		In May, Prime Minister Dominique de Villepin asked the High Council on Integration to prepare recommendations to ensure secularism in public institutions.
1610	APW_ENG_20070129.1041.LDC2009T13	Emile Darai, secretary general of the National Congress of French Gynecologists and Obstetricians-32	jobTitle	secretary general-23	1		I think the Oury case was the straw that broke the camel's back, said Emile Darai, secretary general of the National Congress of French Gynecologists and Obstetricians.
1626	XIN_ENG_20071123.0120.LDC2009T13	Prime Minister Fouad Seniora-21	jobTitle	prime minister-19	1		But Lahoud has reiterated that he will not hand over the power to the government led by Prime Minister Fouad Seniora, which he considered as illegitimate.
1637	APW_ENG_20070916.0099.LDC2009T13	President Felipe Calderon-8	jobTitle	president-6	1		In keeping with custom, President Felipe Calderon was to mark the start of Independence Day by stepping out on a National Palace balcony at 11:00 p.m. (0400GMT) and crying, Viva Mexico!
1639	APW_ENG_20070916.0099.LDC2009T13	Sen. Rosario Ibarra-21	jobTitle	sen.-19	1		But this year, in another corner of the plaza, thousands of Calderon's detractors led by Sen. Rosario Ibarra planned their own grito, or cry of independence.
1640	APW_ENG_20070916.0099.LDC2009T13	Mexico City Mayor Marcelo Ebrard-13	jobTitle	mayor-11	1		A third celebration was in the works by Mexico City Mayor Marcelo Ebrard.
1643	APW_ENG_20070916.0099.LDC2009T13	Mayor Ebrard-2	jobTitle	mayor-1	1		Mayor Ebrard is a member of Lopez Obrador's Democratic Revolution Party.
1644	APW_ENG_20070916.0099.LDC2009T13	Roman Catholic priest Miguel Hidalgo-47	religion	catholic-44	1		Last September -- following two months of protests that snarled a main avenue in the capital to demand a recount -- then-President Vicente Fox avoided a confrontation by moving the ceremony hundreds of miles (kilometers) away to Dolores Hidalgo, where Roman Catholic priest Miguel Hidalgo made the first cry for independence from Spain in 1810.
1647	APW_ENG_20070916.0099.LDC2009T13	president's office-4	jobTitle	president-2	1		The president's office set up metal fencing around a section in front of the National Palace, while Lopez Obrador's supporters set up tents on the square's opposite end.
1655	NYT_ENG_20080110.0091.LDC2009T13	President Bush-24	jobTitle	president-23	1		For a giddy moment there, sanity broke out all around and Congress, with bipartisan support no less, enacted and President Bush signed an actual, genuine gun-control bill.
1730	XIN_ENG_20081124.0160.LDC2009T13	President Hugo Chavez-4	jobTitle	president-2	1		Venezuelan President Hugo Chavez said on Sunday he was satisfied with the massive participation of his compatriots in the municipal and regional elections.
1745	APW_ENG_20070820.0711.LDC2009T13	Canadian Prime Minister Stephen Harper-5	jobTitle	prime minister-3	1		Canadian Prime Minister Stephen Harper went to the Arctic earlier this month and announced Canada will build a new army training center and a deep-water port in the Northwest passage.
1765	APW_ENG_20070820.0711.LDC2009T13	Chris Sands, a scholar of North American studies and senior associate-50	jobTitle	senior associate-50	1		The message for Canada and Mexico is that despite the ongoing emphasis on Iraq and terrorism in U.S. foreign policy ... the U.S. is investing time and attention on relationships with our own region, said Chris Sands, a scholar of North American studies and senior associate at the Center for Strategic and International Studies.
1786	XIN_ENG_20070818.0166.LDC2009T13	ship captain Terry Kraft-12	jobTitle	captain-10	1		The video also included a cameo appearance by ship captain Terry Kraft.
1804	APW_ENG_20071230.0022.LDC2009T13	White House spokesman Tony Fratto-5	jobTitle	spokesman-3	1		White House spokesman Tony Fratto said bin Laden's tape shows that al-Qaida's aim is to block democracy and freedom for all Iraqis.
1833	AFP_ENG_20070611.0604.LDC2009T13	Smith, who is currently chief executive and president of the Hong Kong-22	jobTitle	chief executive-16	1		Goode said ANZ undertook a global search before selecting Smith, who is currently chief executive and president of the Hong Kong and Shanghai Banking Corporation (HSBC) in Hong Kong, chairman of the Hang Seng and HSBC Malaysia banks, as well as global head of commercial banking for the giant HSBC.
1833	AFP_ENG_20070611.0604.LDC2009T13	Smith, who is currently chief executive and president-18	jobTitle	president-18	1		Goode said ANZ undertook a global search before selecting Smith, who is currently chief executive and president of the Hong Kong and Shanghai Banking Corporation (HSBC) in Hong Kong, chairman of the Hang Seng and HSBC Malaysia banks, as well as global head of commercial banking for the giant HSBC.
1860	LTW_ENG_20070823.0072.LDC2009T13	Tohru Sasaki , chief foreign exchange strategist-22	jobTitle	strategist-22	1		When volatility gets high, the carry trade does not work, said Tohru Sasaki , chief foreign exchange strategist at JPMorgan Chase Bank in Tokyo, who added that the size of the trade was even bigger than the available data indicated.
1869	LTW_ENG_20070823.0072.LDC2009T13	Jesper Koll, president of Tantallon Research Japan, part of an Asian hedge fund-47	jobTitle	president-36	1		In the last 15 years, a new financial architecture has been constructed, and the results of this experience have been overwhelmingly positive for the global economy, said Jesper Koll, president of Tantallon Research Japan, part of an Asian hedge fund.
1877	APW_ENG_19981029.1082.LDC2007T07	Prime Minister Benjamin Netanyahu-16	jobTitle	prime minister-14	1		In response to the attack, Palestinian leader Yasser Arafat promised Israeli Prime Minister Benjamin Netanyahu that he would crack down on the militants.
1882	APW_ENG_19981029.1082.LDC2007T07	Sheik Ahmed Yassin-4	jobTitle	sheik-2	1		``Sheik Ahmed Yassin is under house arrest for security reasons,'' the Palestinian security services announced.
1893	AFP_ENG_20081126.0638.LDC2009T13	chief executive officer of Swiss Life, Bruno Pfister-10	jobTitle	chief executive officer-4	1		The chief executive officer of Swiss Life, Bruno Pfister, said: The aim is to make the new Corporate Center as lean as possible and to concentrate on the essentials.
1903	APW_ENG_20070815.0586.LDC2009T13	Dakhil Qassim, the mayor of the nearby town of Sinjar-21	jobTitle	mayor-15	1		Some 300 people were wounded in the blasts, said Dakhil Qassim, the mayor of the nearby town of Sinjar.
1937	APW_ENG_20070815.0586.LDC2009T13	cleric Muqtada al-Sadr-9	jobTitle	cleric-7	1		Thousands of followers of radical Shiite cleric Muqtada al-Sadr took to the streets in Najaf in a peaceful protest against the detention.
1941	APW_ENG_20070815.0586.LDC2009T13	Prime Minister Nouri al-Maliki-5	jobTitle	prime minister-3	1		Iraqi Prime Minister Nouri al-Maliki issued a statement Wednesday blaming the bombings on terrorism powers who seek to fuel sectarian strife and damage our people's national unity.
1972	APW_ENG_20071111.0643.LDC2009T13	Everton goalkeeper Tim Howard-13	jobTitle	goalkeeper-11	1		Shaun Wright- Phillips had a shot saved by Everton goalkeeper Tim Howard, who then leapt to block a shot from Frank Lampard.
1977	APW_ENG_20071111.0643.LDC2009T13	Manchester City goalkeeper Joe Hart-5	jobTitle	goalkeeper-3	1		Manchester City goalkeeper Joe Hart made several saves to keep a clean sheet at Portsmouth.
1981	APW_ENG_20071111.0643.LDC2009T13	Birmingham defender Liam Ridgewell-9	jobTitle	defender-7	1		Agbonlahor cleared a header from Birmingham defender Liam Ridgewell off the line in the 85th minute.
1993	APW_ENG_20071111.0643.LDC2009T13	Wigan goalkeeper Chris Kirkland-17	jobTitle	goalkeeper-15	1		He tapped in his first goal in the 13th minute, and rounded Wigan goalkeeper Chris Kirkland to score his second in the 26th.
2014	AFP_ENG_20070531.0452.LDC2009T13	election of the president-22	jobTitle	president-22	1		The Turkish parliament on Thursday adopted for the second time a package of constitutional amendments, including the election of the president by popular vote rejected last week by the outgoing head of state.
2017	APW_ENG_20081023.1359.LDC2009T13	Scott McClellan, President George W. Bush's former press secretary-11	jobTitle	press secretary-11	1		Scott McClellan, President George W. Bush's former press secretary, says he is backing Barack Obama for president.
2017	APW_ENG_20081023.1359.LDC2009T13	McClellan, President George W. Bush's former press secretary-11	jobTitle	president-4	1		Scott McClellan, President George W. Bush's former press secretary, says he is backing Barack Obama for president.
2181	APW_ENG_20080103.0491.LDC2009T13	President Mwai Kibaki winner of the Dec. 27 vote-15	jobTitle	president-7	1		Kenya's electoral commission had named President Mwai Kibaki winner of the Dec. 27 vote, but rival Raila Odinga alleges fraud and says the vote was rigged.
2204	NYT_ENG_20070723.0163.LDC2009T13	Bink Garrison, a senior vice president-17	jobTitle	senior vice president-17	1		This is not about being disingenuous, said Bink Garrison, a senior vice president at Vertex.
2219	NYT_ENG_20070723.0163.LDC2009T13	Boston lawyer who is vice president of SpeedReading People-40	jobTitle	vice president-37	1		It's tough, it's an art, and most people learn through the course of their lives and personal interactions, said Rob Toomey, a former Boston lawyer who is vice president of SpeedReading People.
