SentenceIndex	DocumentId	Entity	Relation	Slotfill	Correct	Incorrect	Sentence
9416	APW_ENG_20071112.0778.LDC2009T13	Berlin school-15	city	Berlin-14			Before their meeting at the chancellery, Merkel and Sarkozy went to a Berlin school to debate the challenges of integrating immigrants.
309	AFP_ENG_20070227.0648.LDC2009T13	Birmingham keeper Colin Doyle-17	city	Birmingham-14			Dennis Wise's team were close to equalising just before the break when Birmingham keeper Colin Doyle got a touch on Richard Cresswell's shot to divert the ball onto a post before Martin Taylor hacked off the line.
16579	NYT_ENG_20070312.0107.LDC2009T13	Boise State University-22	city	Boise-20			Billy Tao knew the trajectories of child prodigies like Jay Luo, who graduated with a mathematics degree from Boise State University in 1982 at the age of 12, but who has since vanished from the world of mathematics.
5178	APW_ENG_20070111.0699.LDC2009T13	Bombay Stock Exchange-17	city	Bombay-15			But it later recovered to close 0.8 percent higher at 2,183 rupees on the Bombay Stock Exchange.
19657	NYT_ENG_20080503.0119.LDC2009T13	Boston Celtics-22	city	Boston-21			So when the Hawks were thumped in the first two games of a best- of-seven Eastern Conference series by the Boston Celtics, a collapse of the Hawks' rebuilding project did not seem far away.
20175	NYT_ENG_20080925.0050.LDC2009T13	Boston Globe-22	city	Boston-21			NEW YORK TIMES PARTNERS:Please note that the New York Times News Service report includes news and features from The Boston Globe
17284	NYT_ENG_20070605.0003.LDC2009T13	Boston fans-28	city	Boston-27			It can go a long way, said Ron Guidry, the Yankees' pitching coach, who speaks from experience, an experience Boston fans thought they had finally ripped from their psyches.
17512	NYT_ENG_20070626.0176.LDC2009T13	Bancrofts of Boston-6	city	Boston-6			Too bad the Bancrofts of Boston couldn't have been here, too.
17538	NYT_ENG_20070626.0176.LDC2009T13	Boston lawyer, Michael B. Elefante-11	city	Boston-6			The Bancroft family and its Boston lawyer, Michael B. Elefante of Hemenway &amp
19467	NYT_ENG_20080416.0147.LDC2009T13	Brig. Gen. Zuhair-30	city	Brig-26			It is part of the healing process of this country and of Baghdad to enforce the law, law by law, said Brig. Gen. Zuhair Abada Mraweh, traffic commander for the capital's Rusafah district.
7838	APW_ENG_20070625.0979.LDC2009T13	Centre Court-6	city	Centre-5			Roger Federer came onto Centre Court at Wimbledon dressed like a player from a bygone era.
6990	APW_ENG_20070412.0402.LDC2009T13	Chicago White Sox-28	city	Chicago-26			Darin Erstad hit a go-ahead sacrifice fly in the ninth after Jermaine Dye connected for a tying two-run homer an inning earlier, and the Chicago White Sox beat the Oakland Athletics 6-3 on Wednesday.
20102	NYT_ENG_20080824.0209.LDC2009T13	Chicago Mayor Richard M. Daley's office-37	city	Chicago-31			She's the kindest person that I know, said Yvonne Davila, 49, of Chicago, who's known Michelle Obama since they worked together in Chicago Mayor Richard M. Daley's office 18 years ago.
6985	APW_ENG_20070410.1406.LDC2009T13	Chicago Vocational Career Academy-8	city	Chicago-5			The shooting at the Chicago Vocational Career Academy occurred around 2:30 p.m., police spokeswoman Monique Bond said.
13071	APW_ENG_20081215.0640.LDC2009T13	Madigan, a Democrat representing Chicago-6	city	Chicago-6			Madigan, a Democrat representing Chicago, hasn't taken any public position beyond saying Sunday that he will talk to the House Republican leader about the issue Monday.
5278	APW_ENG_20070113.0115.LDC2009T13	Cochabamba voters-17	city	Cochabamba-16			The referendum was defeated in a nationwide election in July, with 63 percent of Cochabamba voters opposed to autonomy.
5980	APW_ENG_20070215.0123.LDC2009T13	Conakry's League of Human Rights-12	city	Conakry-7			Thierno Madjou Sow, president of Conakry's League of Human Rights, said the deaths since Saturday bring his group's tally to at least 120 killed since a first general strike began in mid- January.
5608	APW_ENG_20070127.0766.LDC2009T13	Dakar authorities-18	city	Dakar-17			Although the country's constitution allows marches, the protesters were not granted a permit by Dakar authorities, a technicality which opposition leaders say is being used to undermine the basic tenet of the constitution.
20085	NYT_ENG_20080824.0209.LDC2009T13	Denver Post-61	city	Denver-60			Michelle Obama takes the stage in Denver Monday night, where she'll seek to sell her husband to America, sharing stories about the values that drive him, experiences that shaped him, and why I believe he will be an extraordinary president, she said in an e-mail response to questions submitted by The Denver Post.
20377	NYT_ENG_20081201.0134.LDC2009T13	Detroit companies-17	city	Detroit-16			As part of their plans to get $25 billion in federal aid, the Detroit companies will be making many promises, including symbolic ones.
19856	NYT_ENG_20080709.0149.LDC2009T13	Eric Morath The Detroit News-18	city	Detroit-17			No Problem Hot SRT8 muscle car is still available at some dealerships By Eric Morath The Detroit News The 2008 Dodge Challenger SRT8 is not sold out after all.
12850	APW_ENG_20081122.0090.LDC2009T13	Detroit automakers-19	city	Detroit-18			Ford Motor Co. may sell its fleet of five corporate jets after top executives of the three Detroit automakers were harshly criticized by members of Congress this week for their travel expenses.
13011	APW_ENG_20081211.0815.LDC2009T13	Detroit's carmakers-23	city	Detroit-21			Investors took a cautious stance on Wall Street Thursday, selling stocks as they questioned whether a bill to rescue Detroit's carmakers will pass the Senate.
12371	APW_ENG_20081014.1380.LDC2009T13	East Lansing woman-5	city	East Lansing-4			A 56-year-old East Lansing woman pleaded guilty Tuesday to conspiracy and aiding fraud.
3447	AFP_ENG_20080824.0548.LDC2009T13	Falkirk's Mark Stewart-4	city	Falkirk-1			Falkirk's Mark Stewart had a chance in the 60th minute after Michael Higdon rolled the ball to him at the edge of the box but his weak effort was straight at Boruc.
20492	NYT_ENG_20081204.0154.LDC2009T13	Findlay High School-7	city	Findlay-5			After Ben graduated from Findlay High School in Ohio, she promptly broke his school scoring record.
7475	APW_ENG_20070526.0745.LDC2009T13	University of Freiburg-22	city	Freiburg-22			Georg Huber, who worked on six Olympic teams, was suspended by both German cycling authorities and the University of Freiburg.
15553	LTW_ENG_20081014.0111.LDC2009T13	Hampton Roads-20	city	Hampton-19			Republican Attorney General Robert McDonnell, who spoke at the rally, said he thinks McCain will win Hampton Roads, but he added that it was important for McCain to come to the area anyway to shore up the base.
15533	LTW_ENG_20081014.0111.LDC2009T13	Hampton Roads-34	city	Hampton-33			It's going to come right down to the wire here, and it's pretty clear that the road to victory in 2008 is going to run right through the Hampton Roads, Palin said.
15541	LTW_ENG_20081014.0111.LDC2009T13	Hampton Roads-6	city	Hampton-5			It comes down to Hampton Roads, said state Del.
20455	NYT_ENG_20081204.0154.LDC2009T13	Hampton University-7	city	Hampton-6			Denise Carr-Robinson played basketball at Hampton University in Virginia in the mid-'70s, when scholarships were scarce, the team traveled in an un-air-conditioned school bus and the uniforms amounted to T-shirts with numbers attached.
17892	NYT_ENG_20070804.0058.LDC2009T13	Hanover, Rudolph Giuliani's ex-wife-10	city	Hanover-5			Through her spokeswoman, Hanover, Rudolph Giuliani's ex-wife, declined to comment for this article.
2144	AFP_ENG_20080309.0463.LDC2009T13	Houston Rockets-12	city	Houston-11			Tracy McGrady had 41 points and nine assists as the Houston Rockets won their 18th consecutive game with a 106-96 win over New Orleans on Saturday.
13462	CNA_ENG_20080513.0031.LDC2009T13	Houston Chapter of the Global Alliance for Democracy and Peace and a Taiwan expatriate association-22	city	Houston-8			The club members, sponsored by the Houston Chapter of the Global Alliance for Democracy and Peace and a Taiwan expatriate association in Austin, are scheduled to perform in Houston and Austin on May 23 and May 24, respectively, the official said.
11605	APW_ENG_20080803.0022.LDC2009T13	Jakarta Rock Parade organizers-14	city	Jakarta-11			The rocker returned to Indonesia at the invitation of the Jakarta Rock Parade organizers -- a 100-band, three-day extravaganza that wrapped up July 13.
640	AFP_ENG_20070425.0475.LDC2009T13	Jerusalem mayor-22	city	Jerusalem-21			The former business partner in question is lawyer Uriel Meser, who is widely credited with having Olmert elected as Jerusalem mayor in 1998.
3298	AFP_ENG_20080809.0276.LDC2009T13	Kyoto Purple Sanga-3	city	Kyoto-1			Kyoto Purple Sanga 20 7 5 8 20 25 26
13649	LTW_ENG_20070313.0069.LDC2009T13	Las Vegas' Water Nymph-5	city	Las Vegas-2			Las Vegas' Water Nymph
3419	AFP_ENG_20080821.0954.LDC2009T13	Former Liverpool striker Baros-4	city	Liverpool-2			Former Liverpool striker Baros caught Terry flat-footed as he turned and drove in a shot that deflected home off Ashley Cole.
2375	AFP_ENG_20080410.0234.LDC2009T13	Liverpool's chief executive-27	city	Liverpool-24			But with both men owning 50 percent of the club each, it is hard to see how Parry, who has been Liverpool's chief executive for 10 years, can be forced out unless Gillett and Hicks agree on his departure.
20907	XIN_ENG_20070612.0155.LDC2009T13	London Stock Exchange-13	city	London-11			British stocks traded lower at midday on Tuesday on the London Stock Exchange.
1967	AFP_ENG_20080123.0352.LDC2009T13	London department store Harrods-15	city	London-12			Fayed's father Mohamed Al Fayed, the owner of plush London department store Harrods, claims they were killed in a British establishment conspiracy.
17541	NYT_ENG_20070626.0176.LDC2009T13	Times of London-14	city	London-14			See the experience of Harry Evans, the editor of The Times of London, who was forced out soon after Murdoch bought that paper in 1981.
377	AFP_ENG_20070309.0270.LDC2009T13	publisher Emap London Lifestyle Ltd-20	city	London-18			Winslet -- nominated for Best Actress at this year's Oscars -- immediately complained to publisher Emap London Lifestyle Ltd, saying the article suggested she had lied to the public.
15879	NYT_ENG_20070123.0229.LDC2009T13	London Metal Exchange-4	city	London-2			The London Metal Exchange does the bulk of its trading by open outcry, and had record volume in 2006.
1321	AFP_ENG_20070904.0351.LDC2009T13	London Stock Exchange-22	city	London-20			State-owned Qatar Investment Authority (QIA), which is reportedly interested in buying almost a third of the London Stock Exchange, said Tuesday it was considering expanding in Asia.
20316	NYT_ENG_20081101.0132.LDC2009T13	Times of London-4	city	London-4			The Times of London first reported on Thursday that Onyango lived in public housing in Boston.
2220	AFP_ENG_20080319.0687.LDC2009T13	College, London-53	city	London-53			He became an early member of the British Interplanetary Society, a group of dreamers who met to discuss ways of putting a man on the moon, performed war service as an RAF lieutenant working in radar, and acquired a postwar physics and maths degree from King's College, London.
10937	APW_ENG_20080502.1098.LDC2009T13	California, Los Angeles-10	city	Los Angeles-10			It's near the University of California, Los Angeles, in the city's toney Westwood neighborhood where Beverly Hills, Brentwood and Hollywood practically intersect.
4005	AFP_ENG_20081103.0042.LDC2009T13	Palos Verdes neighborhood of southwest Los Angeles-34	city	Los Angeles-34			Silva said he had hurt his hand after falling to the ground when Reeves mowed his car into him on March 19, 2007 in the posh Palos Verdes neighborhood of southwest Los Angeles.
3877	AFP_ENG_20081026.0480.LDC2009T13	Los Angeles Dodgers-43	city	Los Angeles-42			His bid drew a crowd of 51,331 that included California Governor and onetime movie strongman Arnold Schwarzeneger, actor Kurt Russell and Joe Torre, former manager of baseball's storied New York Yankees now at the helm of the Los Angeles Dodgers.
13763	LTW_ENG_20070415.0059.LDC2009T13	Los Angeles Times-6	city	Los Angeles-5			Shahwani told the Los Angeles Times that the four detained men belonged to him, but claimed they had been in the area on another mission at the time the Iranian diplomat went missing.
20205	NYT_ENG_20081008.0179.LDC2009T13	Los Angeles Dodgers-7	city	Los Angeles-6			Ramirez has taken the Los Angeles Dodgers further than they have gone in 20 years -- to the National League Championship Series, which begins Thursday night against the Philadelphia Phillies.
4008	AFP_ENG_20081103.0042.LDC2009T13	Los Angeles judge-7	city	Los Angeles-6			In September, a Los Angeles judge dismissed assault claims filed by Silva, and said the photographer tripped over his own feet.
15431	LTW_ENG_20080924.0132.LDC2009T13	Los Angeles County Superior Court-10	city	Los Angeles-7			The lawsuit, filed in Los Angeles County Superior Court, alleges that the Auto Club imposes a quota system regarding battery sales on the tow truck operators who answer roadside assistance calls placed by club members.
13839	LTW_ENG_20070501.0152.LDC2009T13	Los Angeles Times-10	city	Los Angeles-9			Transcripts of the sessions obtained by the Los Angeles Times provide rare insights into legal maneuvering, finger-pointing and posturing in the breach-of-contract case.
2250	AFP_ENG_20080320.0372.LDC2009T13	Lyon midfielder Mathieu Bodmer-4	city	Lyon-1			Lyon midfielder Mathieu Bodmer, exciting Marseille striker Mathieu Valbuena, and defenders Mathieu Delpierre (Stuttgart) and Adil Rami (Lille) all make the enlarged squad for the March 25 and 26 games at Stade Charlety and the Stade de France respectively.
1516	AFP_ENG_20071104.0132.LDC2009T13	Madrid Masters-27	city	Madrid-26			It was Nalbandian's second straight win in one of the Masters Series tournaments having defeated world No.1 Roger Federer in the final of the Madrid Masters last month.
2336	AFP_ENG_20080406.0210.LDC2009T13	Manchester United-16	city	Manchester-15			On Saturday, Roma, who slumped to a 2-0 Champions League defeat to Manchester United at the Stadio Olimpico in midweek, stormed into a 2-0 lead within the first 17 minutes before Genoa levelled with two goals in the space of a minute in the second half.
11851	APW_ENG_20080827.0666.LDC2009T13	Manchester United-21	city	Manchester-20			The reluctant sale of Robbie Keane to Liverpool and a lengthy impasse over Dimitar Berbatov's likely transfer to Manchester United left Tottenham with only Darren Bent up front for its opening two Premier League matches.
7430	APW_ENG_20070515.1727.LDC2009T13	Manchester United-31	city	Manchester-30			Prices range from about $90 (euro66.50) to $180 (euro133), using a pricing structure similar to this weekend's FA Cup final between Manchester United and Chelsea.
1442	AFP_ENG_20070922.0273.LDC2009T13	Manchester United midfielder Miller-7	city	Manchester-4			Former Celtic and Manchester United midfielder Miller latched on to a Kenwyne Jones header to volley in an equaliser a minute from time after Boro had battled back from conceding an early goal to lead through Stewart Downing's superb strike.
5213	APW_ENG_20070111.1225.LDC2009T13	Manchester United-7	city	Manchester-6			He joined the team from Manchester United in 2003, where he had had won six league titles, two FA Cups and the Champions League title.
18658	NYT_ENG_20071202.0121.LDC2009T13	Mark C. Zauderer, a Manhattan trial lawyer-40	city	Manhattan-38			We don't know the truth of the various allegations, but other things may come out that are not directly related to what she is suing for, said Mark C. Zauderer, a Manhattan trial lawyer.
2250	AFP_ENG_20080320.0372.LDC2009T13	Marseille striker Mathieu Valbuena-10	city	Marseille-7			Lyon midfielder Mathieu Bodmer, exciting Marseille striker Mathieu Valbuena, and defenders Mathieu Delpierre (Stuttgart) and Adil Rami (Lille) all make the enlarged squad for the March 25 and 26 games at Stade Charlety and the Stade de France respectively.
4315	AFP_ENG_20081202.0439.LDC2009T13	Milan's patron saint-25	city	Milan-22			The season is due to open, as tradition dictates, on Sunday, which is Saint Ambroses's Day honouring Milan's patron saint.
9555	APW_ENG_20071122.0477.LDC2009T13	Mission Hills Golf Club-19	city	Mission Hills-17			With 13 other higher-ranked American players declining to play in the team event at the Mission Hills Golf Club, Weekley -- ranked No. 43 on the world list -- and his partner showed the depth of American golf.
11853	APW_ENG_20080827.0666.LDC2009T13	Moscow's Champions League qualifier-40	city	Moscow-36			The 26-year-old Pavlyuchenko has been linked with Spurs since scoring three goals in Russia's surprise run to the European Championship semifinals in June and could now be about to move after withdrawing from Spartak Moscow's Champions League qualifier against Dynamo Kiev, which was scheduled for Wednesday.
13652	LTW_ENG_20070313.0069.LDC2009T13	University of Munich-21	city	Munich-21			She got her chance when a University of Nevada-Las Vegas dean who knew her program head at the University of Munich offered her a senior scholarship and a teaching assistantship to pursue a master's degree in German literature.
22016	XIN_ENG_20080920.0110.LDC2009T13	Munich newspaper-8	city	Munich-7			In a separate interview with a Munich newspaper, Muenchner Merkur, to be published on Monday, Merkel criticized the United States and British governments for obstructing Germany's efforts in the first half of 2007 to bring greater transparency to the markets.
2252	AFP_ENG_20080320.0372.LDC2009T13	Bayern Munich defender Willy Sagnol-11	city	Munich-8			Two notable omissions were those of Bayern Munich defender Willy Sagnol, who was on the bench in Saturday Bundesliga action but whom Domenech described as injured, and Juventus striker David Trezeguet.
3288	AFP_ENG_20080809.0276.LDC2009T13	Nagoya Grampus-2	city	Nagoya-1			Nagoya Grampus 20 10 3 7 28 22 33
315	AFP_ENG_20070227.0648.LDC2009T13	Norwich keeper Paul Gallacher-18	city	Norwich-15			Bell set up Luton's second in the 48th minute as he skipped around Norwich keeper Paul Gallacher and crossed to Drew Talbot, who looped a header into the empty net.
4370	AFP_ENG_20081205.0472.LDC2009T13	James Gray, the US director of Little Odessa-10	city	Odessa-10			James Gray, the US director of Little Odessa, We Own The Night, and most recently Two Lovers, will be the first to deliver a master class at the Forum later this month.
3290	AFP_ENG_20080809.0276.LDC2009T13	Oita Trinita-2	city	Oita-1			Oita Trinita 20 9 5 6 22 16 32
21254	XIN_ENG_20071102.0034.LDC2009T13	Osaka Securities Exchange-5	city	Osaka-3			On the Osaka Securities Exchange, the near-term December Nikkei 225 index futures contract plunged 420 points to 16,490.
21951	XIN_ENG_20080911.0076.LDC2009T13	Osaka Securities Exchange-5	city	Osaka-3			On the Osaka Securities Exchange, the near-term September Nikkei 225 index futures contract went down 210 points to 12,120.
1538	AFP_ENG_20071105.0457.LDC2009T13	Paris judge-3	city	Paris-2			A Paris judge is currently looking into accusations that management and shareholders sold their shares in the group just before the problems with the A380 were publicly disclosed in June 2006, prompting a 26 percent plunge in the EADS shareprice.
2013	AFP_ENG_20080124.0706.LDC2009T13	Paris headquarters-28	city	Paris-27			Societe General said it would raise 5.5 billion euros of capital in the coming weeks and announced a press conference later in the day at its Paris headquarters.
14824	LTW_ENG_20080125.0140.LDC2009T13	Paris Bourse-7	city	Paris-6			In trading Thursday on the Paris Bourse, Societe Generale lost 4.4 percent of its value while the CAC 40 index of Paris stocks gained 6.1 percent.
1513	AFP_ENG_20071104.0132.LDC2009T13	Paris Masters-9	city	Paris-8			Tennis: Nalbandian crushes Nadal to win Paris Masters
1589	AFP_ENG_20071118.0260.LDC2009T13	Perth Glory-14	city	Perth-13			Central Coast Mariners successfully held on for a 1-0 away win over Perth Glory on Sunday to maintain a four-point lead at the top of Australia's A-League.
5069	APW_ENG_20070108.1122.LDC2009T13	Philadelphia newspapers-2	city	Philadelphia-1			Philadelphia newspapers cut 34 advertising jobs
20205	NYT_ENG_20081008.0179.LDC2009T13	Philadelphia Phillies-31	city	Philadelphia-30			Ramirez has taken the Los Angeles Dodgers further than they have gone in 20 years -- to the National League Championship Series, which begins Thursday night against the Philadelphia Phillies.
19139	NYT_ENG_20080129.0257.LDC2009T13	Phoenix Stadium-17	city	Phoenix-16			To Coughlin's right, the digital clock on the scoreboard at the University of Phoenix Stadium, visible to him with a mere peripheral glance, began to slowly wind down.
280	AFP_ENG_20070222.0596.LDC2009T13	Phoenix Suns-21	city	Phoenix-20			A five-time NBA All-Star, Johnson played 1,100 NBA games over 14 seasons with the Celtics, Sonics and Phoenix Suns after being selected in the second round of the 1976 NBA Draft by Seattle.
4212	AFP_ENG_20081118.0123.LDC2009T13	NBA Phoenix Suns-23	city	Phoenix-22			Colangelo, 68, was elected chairman of the board last week through 2012 and is an executive with the NBA Phoenix Suns.
5515	APW_ENG_20070125.1356.LDC2009T13	Pohang Steelers-14	city	Pohang-13			Lee signed an 18-month contract after arriving on a free transfer from Pohang Steelers.
12644	APW_ENG_20081119.0613.LDC2009T13	Queens Park Rangers-3	city	Queens-1			Queens Park Rangers hired Paulo Sousa as manager Wednesday despite the former Portugal playmaker having no experience in a top coaching job.
19861	NYT_ENG_20080709.0149.LDC2009T13	Richmond Chrysler Jeep Dodge-17	city	Richmond-14			While only two hard-to-find Challengers were in the lot at Dick Huvaere's Richmond Chrysler Jeep Dodge on Wednesday, more are expected.
10064	APW_ENG_20080206.0199.LDC2009T13	Rio Tinto Chairman Paul Skinner-5	city	Rio-1			Rio Tinto Chairman Paul Skinner said the company would carefully consider BHP Billiton's latest offer, and asked shareholders not to take any action yet.
10058	APW_ENG_20080206.0199.LDC2009T13	Rio Tinto Ltd.-19	city	Rio-17			The offer applies to both companies in the Rio Tinto Group, the Australian- listed company Rio Tinto Ltd. and British-listed Rio Tinto PLC.
10058	APW_ENG_20080206.0199.LDC2009T13	Rio Tinto PLC-24	city	Rio-22			The offer applies to both companies in the Rio Tinto Group, the Australian- listed company Rio Tinto Ltd. and British-listed Rio Tinto PLC.
10077	APW_ENG_20080206.0199.LDC2009T13	Rio Tinto's management-35	city	Rio-32			Chinalco President Xiao Yaqing said this week in Australia that the stake it took in Rio Tinto reflected his company's confidence in the global economic outlook and the ability of Rio Tinto's management.
10058	APW_ENG_20080206.0199.LDC2009T13	Rio Tinto Group, the Australian- listed company-16	city	Rio-9			The offer applies to both companies in the Rio Tinto Group, the Australian- listed company Rio Tinto Ltd. and British-listed Rio Tinto PLC.
13807	LTW_ENG_20070417.0073.LDC2009T13	Carilion Roanoke Memorial Hospital-18	city	Roanoke-16			Eric Earnhart, spokesman for the Carilion New River Hospital near Radford and the Carilion Roanoke Memorial Hospital said four people were being treated at New River, which is about 20 minutes from Blacksburg.
13810	LTW_ENG_20070417.0073.LDC2009T13	Roanoke Memorial-21	city	Roanoke-20			Earnhart confirmed that the four hospitals treating patients involved in the shooting were Memorial Regional, New River, Roanoke Memorial, a Level 1 Trauma Center, and Lewis-Gale.
19154	NYT_ENG_20080129.0257.LDC2009T13	Rochester Institute of Technology-17	city	Rochester-14			He talked about the more organic aspects of coaching years ago at the Rochester Institute of Technology, about having a roster of 30 and being out lining the fields when his coaching counterpart from the University of Albany pulled up for a game with busloads of players.
10261	APW_ENG_20080306.1575.LDC2009T13	Sevilla coach-6	city	Sevilla-5			Led by the former Sevilla coach, Tottenham already has won one trophy this season but lost at White Hart Lane to a 34th-minute goal by Jefferson Farfan.
20759	XIN_ENG_20070226.0323.LDC2009T13	Shanghai Composite Index-13	city	Shanghai-11			Chinese shares opened slightly higher on Tuesday as the benchmark Shanghai Composite Index opened at 3,048.83 points, up by 8.23 points, or 0.27 percent.
8684	APW_ENG_20070807.0411.LDC2009T13	Shanghai mayor-13	city	Shanghai-12			Huang had served as the disgraced Chen's predecessor as both Shanghai mayor and party secretary, during which time he was assisted by Wang.
22119	XIN_ENG_20081111.0302.LDC2009T13	Shanghai Stock Exchange-11	city	Shanghai-9			China's benchmark Shanghai Composite Index on the Shanghai Stock Exchange closed at 1,843.61 points on Tuesday, down 31.19 points, or 1.66 percent, from the previous close.
21411	XIN_ENG_20080121.0064.LDC2009T13	Shenzhen Stock Exchange-9	city	Shenzhen-7			The Shenzhen Component Index on the Shenzhen Stock Exchange closed at 17,210.93 points Monday, down 920.45 points, or 5.08 percent, from the previous close.
21542	XIN_ENG_20080225.0040.LDC2009T13	Shenzhen Stock Exchange-9	city	Shenzhen-7			The Shenzhen Component Index on the Shenzhen Stock Exchange closed at 15,486.67 Monday, down 692.85 points, or 4.28 percent, from the previous close.
21938	XIN_ENG_20080910.0183.LDC2009T13	Siena Research Institute-4	city	Siena-2			The Siena Research Institute was quoted as saying that 40 percent of the people surveyed see a strong national economy adjusting to return to long-term financial health, and 52 percent do not.
1732	AFP_ENG_20071213.0245.LDC2009T13	VfB Stuttgart coach Armin Veh-15	city	Stuttgart-12			Former Bayern midfielder and Germany international Stefan Effenberg says current VfB Stuttgart coach Armin Veh would be a good replacement.
2250	AFP_ENG_20080320.0372.LDC2009T13	defenders Mathieu Delpierre (Stuttgart)-18	city	Stuttgart-17			Lyon midfielder Mathieu Bodmer, exciting Marseille striker Mathieu Valbuena, and defenders Mathieu Delpierre (Stuttgart) and Adil Rami (Lille) all make the enlarged squad for the March 25 and 26 games at Stade Charlety and the Stade de France respectively.
699	AFP_ENG_20070513.0005.LDC2009T13	Sydney's Sun-Herald newspaper-53	city	Sydney-50			World body FIFA has ruled the Asian Cup warm-up against Uruguay on June 2 is not classified as a full international match, so Spiranovic remains vulnerable to offshore offers until he plays at the Asian Cup in July or in a 2010 World Cup qualifier next year, Sydney's Sun-Herald newspaper said.
1389	AFP_ENG_20070913.0634.LDC2009T13	Sydney's Daily Telegraph-12	city	Sydney-9			Zimbabwe beats awful Australia, lamented Sydney's Daily Telegraph, while the Australian newspaper's website described the national team's performance as embarrassing.
3296	AFP_ENG_20080809.0276.LDC2009T13	Tokyo Verdy-2	city	Tokyo-1			Tokyo Verdy 20 8 3 9 30 28 27
966	AFP_ENG_20070628.0053.LDC2009T13	Tokyo Stock Exchange's benchmark Nikkei-225 index of leading shares-11	city	Tokyo-2			The Tokyo Stock Exchange's benchmark Nikkei-225 index of leading shares added 82.99 points to 17,932.27.
1499	AFP_ENG_20071030.0639.LDC2009T13	Tokyo Stock Exchange's benchmark Nikkei-225 index of leading shares-11	city	Tokyo-2			The Tokyo Stock Exchange's benchmark Nikkei-225 index of leading shares fell 117.44 points to 16,580.64 by the lunch break, a day after jumping almost 1.2 percent to a one-week high.
2620	AFP_ENG_20080524.0108.LDC2009T13	Toulouse coach Guy Noves-12	city	Toulouse-9			And Kidney's last stand came against legendary Toulouse coach Guy Noves who was present when the French outfit won their first title in Cardiff back in 1996.
13652	LTW_ENG_20070313.0069.LDC2009T13	University of Nevada-Las Vegas-10	city	Vegas-10			She got her chance when a University of Nevada-Las Vegas dean who knew her program head at the University of Munich offered her a senior scholarship and a teaching assistantship to pursue a master's degree in German literature.
13037	APW_ENG_20081215.0125.LDC2009T13	Wasilla Middle School-30	city	Wasilla-28			The definition of the church is the body of Christ, made up of God's people, Doak said after the hourlong service at Wasilla Middle School attended by about 1,200 people.
